sõna	liik	kokku	aja	ilu
udar	S	7	5	2
udu	S	58	11	47
udune	A	12	2	10
ufo	S	9	4	5
uhiuus	A	17	5	12
uhke	A	82	20	62
uhkeldama	V	7	3	4
uhkelt	D	11	4	7
uhkem	A	6	2	4
uhkus	S	22	8	14
uhkustama	V	7	2	5
uhtuma	V/V	7	3	4
uimane	A	17	2	15
uimastav	A	5	2	3
uimasti	S	8	6	2
uinuma	V	29	2	27
uisutaja	S	6	4	2
uisutama	V	6	2	4
ujuja	S	13	7	6
ujuma	V	61	17	44
ujumine	S	17	12	5
ujutama	V	10	6	4
ukrainlane	S	13	12	1
uks	S	613	73	540
ukseava	S	9	1	8
ukselink	S	5	1	4
ulatama	V	94	4	90
ulatuma	V	134	64	70
ulatus	S	64	58	6
ulatuslik	A	12	11	1
ulatuv	A	21	9	12
ulguma	V	13	1	12
ulgumine	S	7	1	6
uljas	A	26	8	18
ulualune	S	5	1	4
umbes	D	368	257	111
umbkaudu	D	6	3	3
umbkeelne	A	11	4	7
umbne	A	7	3	4
umbrohi	S	11	3	8
umbusk	S	7	4	3
umbusklikult	D	6	1	5
ummik	S	8	2	6
ummistuma	V	7	2	5
unarus	S	6	3	3
unelm	S	8	7	1
unenägu	S	79	10	69
unetu	A	5	2	3
ungarlane	S	9	8	1
uni	S	148	14	134
unine	A	19	3	16
unistama	V	51	23	28
unistus	S	65	33	32
universaalne	A	12	9	3
ununema	V	32	9	23
unustama	V	208	56	152
unustamatu	A	7	1	6
unustamine	S	7	2	5
unustus	S	16	3	13
upitama	V	16	4	12
uppuma	V	28	13	15
uppunu	S	6	4	2
uputama	V	8	3	5
urg	S	5	1	4
urisema	V	17	1	16
urn	S	12	9	3
usaldama	V	83	39	44
usaldus	S	53	47	6
usaldusväärne	A	18	12	6
usaldusväärsus	S	9	8	1
usin	A	13	6	7
usinalt	D	8	3	5
usinasti	D	5	1	4
usk	S	97	38	59
usklik	A	9	3	6
uskuma	V	428	169	259
uskumatu	A	25	3	22
uskumatult	D	20	5	15
uss	S	23	2	21
ustav	A	12	1	11
usulahk	S	5	4	1
usuline	A	5	3	2
usutav	A	9	5	4
utoopia	S	7	2	5
uudis	S	212	174	38
uudishimu	S	33	6	27
uudishimulik	A	14	1	13
uudistaja	S	7	3	4
uudistama	V	24	11	13
uudisteagentuur	S	10	9	1
uudne	A	12	9	3
uudsus	S	6	2	4
uuem	A	20	8	12
uuendama	V	14	13	1
uuendus	S	18	17	1
uuenema	V	7	6	1
uuesti	D	311	89	222
uulits	S	14	1	13
uur	S	8	2	6
uurija	S	56	44	12
uurima	V	249	106	143
uurimine	S	78	61	17
uurimisorgan	S	6	3	3
uurimistöö	S	15	14	1
uurimus	S	35	34	1
uuring	S	58	52	6
uuristama	V	9	3	6
uuriv	A	12	9	3
uus	A	1514	1027	487
uusim	A	6	5	1
uustulnukas	S	7	5	2
vaadatud	A	8	6	2
vaade	S	55	19	36
vaagen	S/S	7	4	3
vaagima	V	14	7	7
vaas	S	20	13	7
vaat	D/S	58	15	43
vaataja	S	69	56	13
vaatama	V	1559	291	1268
vaatamata	D	122	74	48
vaatamine	S	24	9	15
vaatav	A	6	1	5
vaateaken	S	9	1	8
vaatemäng	S	7	5	2
vaatenurk	S	10	9	1
vaatepilt	S	16	4	12
vaatepunkt	S	6	4	2
vaateväli	S	12	5	7
vaatleja	S	22	20	2
vaatlema	V	35	18	17
vaatlus	S	12	10	2
vaatus	S	17	9	8
vaba	A	246	126	120
vabadus	S	119	76	43
vabadusekaotus	S	22	21	1
vabadussõda	S	14	8	6
vabadusvõitleja	S	7	4	3
vabalt	D	51	31	20
vabam	A	6	4	2
vabandama	V	59	15	44
vabandus	S	36	7	29
vabanema	V	55	24	31
vabanemine	S	17	5	12
vabariik	S	163	144	19
vabariiklik	A	7	4	3
vabastama	V	89	56	33
vabastamine	S	33	32	1
vabatahtlik	A/S	34	25	9
vabatahtlikult	D	17	12	5
vabrik	S	19	7	12
vaekauss	S	6	4	2
vaen	S	7	4	3
vaene	A/S	96	39	57
vaenlane	S	67	28	39
vaenulik	A	12	5	7
vaenulikkus	S	6	4	2
vaesem	A	18	15	3
vaeslaps	S	5	3	2
vaesus	S	10	5	5
vaev	S	78	24	54
vaevaline	A	9	3	6
vaevaliselt	D	21	2	19
vaevalt	D	129	45	84
vaevama	V	67	12	55
vaevlema	V	7	3	4
vaevuma	V	14	5	9
vaevumärgatav	A	8	1	7
vaevumärgatavalt	D	6	1	5
vagane	A	5	1	4
vagu	S	10	2	8
vagun	S	45	17	28
vagunisaatja	S	8	2	6
vaha	S	6	2	4
vahe	A/S	200	76	124
vaheaeg	S	26	12	14
vahejuhtum	S	18	9	9
vahekord	S	55	23	32
vahel	D	651	278	373
vahelduma	V	13	2	11
vaheldumisi	D	13	6	7
vaheldus	S	14	7	7
vahelduv	A	12	10	2
vahele	D	239	76	163
vaheline	A	55	43	12
vahelt	D	107	12	95
vahemaa	S	16	3	13
vahemik	S	10	6	4
vahend	S	80	66	14
vahendaja	S	15	14	1
vahendus	S	38	34	4
vahepeal	D	97	41	56
vahepealne	A	14	5	9
vaher	S	19	10	9
vaherahu	S	7	1	6
vahesein	S	9	5	4
vahest	D	83	17	66
vahetama	V	137	75	62
vahetamine	S	13	7	6
vahetevahel	D	29	5	24
vahetpidamata	D	12	1	11
vahetu	A	11	8	3
vahetult	D	28	19	9
vahetuma	V	20	15	5
vahetus	S	32	24	8
vahialune	A/S	8	3	5
vahimees	S	7	1	6
vaht	S/S	45	19	26
vahtima	V	128	6	122
vahtkond	S	5	1	4
vahukoor	S	5	3	2
vahutama	V	6	1	5
vahuvein	S	7	6	1
vahva	A	12	5	7
vaibuma	V	23	7	16
vaid	D	1721	936	785
vaidlema	V	62	24	38
vaidlus	S	54	44	10
vaidlustama	V	16	13	3
vaieldamatu	A	6	2	4
vaieldamatult	D	15	11	4
vaieldav	A	5	3	2
vaigistama	V	10	5	5
vaikima	V	162	13	149
vaikimine	S	19	6	13
vaikiv	A	16	4	12
vaikne	A	141	24	117
vaikselt	D	112	17	95
vaiksem	A	14	2	12
vaikus	S	105	14	91
vaim	S	150	53	97
vaimne	A	54	31	23
vaimselt	D	8	4	4
vaimsus	S	8	3	5
vaimukas	A	14	8	6
vaimulik	A/S	10	6	4
vaimustama	V	11	6	5
vaimustuma	V	8	3	5
vaimustus	S	31	10	21
vaip	S	32	7	25
vaist	S	19	5	14
vait	D	59	6	53
vaja	D	501	268	233
vajadus	S	142	113	29
vajalik	A	244	187	57
vajalikkus	S	21	20	1
vajama	V	248	157	91
vajaminev	A	9	6	3
vajav	A	15	11	4
vajuma	V	177	24	153
vajutama	V	52	8	44
vaksal	S	7	4	3
valama	V	72	30	42
valamu	S	5	1	4
vald	S	200	185	15
valdaja	S	12	10	2
valdama	V	45	19	26
valdav	A	13	9	4
valdavalt	D	23	17	6
valdkond	S	60	53	7
valdus	S	29	18	11
vale	A/S	149	69	80
valem	S	8	6	2
valesti	D	47	23	24
valetaja	S	6	4	2
valetama	V	69	29	40
valetamine	S	7	6	1
valge	A/S	438	102	336
valgevenelane	S	5	3	2
valguma	V	55	6	49
valgus	S	181	40	141
valgusfoor	S	8	3	5
valgustama	V	36	11	25
valgusti	S	7	4	3
vali	A	27	3	24
valija	S	51	49	2
valik	S	120	94	26
valima	V	354	213	141
valimine	S	285	271	14
valimiskampaania	S	20	18	2
valimiskünnis	S	9	8	1
valing	S	7	1	6
valitseja	S	13	7	6
valitsema	V	118	50	68
valitsemine	S	18	15	3
valitsev	A	25	15	10
valitsus	S	714	682	32
valitu	S	20	12	8
valjem	A	7	1	6
valju	D	20	1	19
valjuhääldi	S	5	1	4
valjult	D	12	1	11
valjusti	D	32	1	31
valkjas	A	7	1	6
vall	S	18	7	11
valla	D	58	28	30
vallaline	A/S	9	5	4
vallamaja	S	19	11	8
vallandama	V	28	24	4
vallandamine	S	13	11	2
vallanduma	V	15	5	10
vallavanem	S	53	46	7
vallutama	V	28	16	12
valm	S	23	9	14
valmidus	S	9	5	4
valmima	V	90	70	20
valmimine	S	18	16	2
valmis	D/A	275	138	137
valmisolek	S	11	9	2
valmistama	V	152	114	38
valmistamine	S	23	20	3
valmistuma	V	38	21	17
valmiv	A	7	6	1
valu	S	102	17	85
valuline	A	6	2	4
valus	A	60	16	44
valusalt	D	20	10	10
valusam	A	5	2	3
valutama	V	29	2	27
valuuta	S	37	26	11
valvama	V	38	14	24
valvamine	S	5	4	1
valvas	A	18	6	12
valve	S	35	16	19
valvel	D	5	1	4
valvsus	S	8	4	4
valvur	S	45	14	31
vampiir	S	15	4	11
vana	A/S	752	261	491
vanaaegne	A	10	1	9
vanadekodu	S	14	6	8
vanadus	S	10	2	8
vanaduspension	S	11	10	1
vanaeit	S	11	1	10
vanaema	S	198	19	179
vanahärra	S	10	5	5
vanainimene	S	23	9	14
vanaisa	S	34	7	27
vanake	S	10	2	8
vanalinn	S	53	51	2
vanamees	S	133	10	123
vanamoodne	A	5	3	2
vanamutt	S	11	1	10
vananema	V	15	7	8
vanapaar	S	6	3	3
vanapoiss	S	5	1	4
vanaproua	S	7	3	4
vanarahvas	S	7	5	2
vanasti	D	31	12	19
vanasõna	S	8	3	5
vanatädi	S	6	2	4
vanatühi	A	6	1	5
vanavanaema	S	5	2	3
vanavanem	S	6	5	1
vandenõu	S	12	2	10
vandesõna	S	5	2	3
vanduma	V	27	2	25
vanem	A/S	368	172	196
vanematekodu	S	7	1	6
vanemõpetaja	S	6	1	5
vang	S	114	56	58
vangikong	S	5	1	4
vangilaager	S	8	3	5
vangimaja	S	6	2	4
vangistus	S	10	7	3
vangivalvur	S	6	5	1
vangla	S	73	52	21
vanglakaristus	S	20	19	1
vangutama	V	19	3	16
vanim	A	18	15	3
vanker	S	51	7	44
vann	S	26	11	15
vanne	S	20	7	13
vannituba	S	40	11	29
vantsima	V	7	1	6
vanune	A	8	5	3
vanur	S	26	25	1
vanus	S	46	28	18
vanuseklass	S	7	6	1
vaoshoitud	A	5	1	4
vapp	S	5	1	4
vapper	A	18	13	5
vapustama	V	11	6	5
vapustus	S	11	6	5
vara	D/S	157	110	47
varahommik	S	28	16	12
varajane	A	25	16	9
varakevadine	A	5	1	4
varakult	D	21	5	16
varal	D	5	1	4
varandus	S	32	5	27
varane	A	18	6	12
varas	S	49	39	10
varasem	A	85	68	17
varastama	V	81	50	31
varastamine	S	6	4	2
vare	S	33	10	23
varem	A/D	411	257	154
vares	S	17	7	10
vargsi	D	13	1	12
vargus	S	34	29	5
vari	S	144	38	106
variant	S	81	65	16
varietee	S	11	10	1
varisema	V	34	8	26
varitsema	V	16	5	11
varjama	V	143	39	104
varjamatu	A	7	2	5
varjamine	S	14	5	9
varjuma	V	14	1	13
varjund	S	15	3	12
varjunimi	S	8	2	6
varjupaik	S	16	8	8
varjus	D	31	6	25
varjutama	V	10	2	8
varjuteater	S	8	7	1
varmas	A	7	2	5
varn	S	13	2	11
varras	S	10	4	6
varrukas	S	17	2	15
vars	S	17	2	15
varsti	D	186	39	147
varu	S	28	20	8
varuma	V	5	1	4
varustama	V	40	29	11
varustus	S	25	22	3
varvas	S	41	7	34
vasak	A	53	12	41
vasakpoolne	A	22	19	3
vasakpoolsus	S	8	7	1
vasakul	D	16	2	14
vasakule	D	25	10	15
vasakult	D	5	2	3
vasall	S	5	4	1
vasem	A	14	1	13
vasikas	S	21	10	11
vask	S	6	3	3
vast	D	25	4	21
vastakas	A	11	6	5
vastaline	A/S	5	1	4
vastama	V	614	196	418
vastamisi	D	15	3	12
vastand	S	10	4	6
vastandlik	A	9	5	4
vastanduma	V	6	5	1
vastane	A/S	116	93	23
vastas	D	43	12	31
vastasmängija	S	6	4	2
vastassein	S	6	1	5
vastasseis	S	21	19	2
vastastikku	D	16	3	13
vastastikune	A	9	7	2
vastav	A	117	101	16
vastavalt	D	113	101	12
vastavus	S	12	11	1
vastik	A	38	5	33
vastne	A/S	21	15	6
vastsündinu	S	9	5	4
vastsündinud	A	5	2	3
vastu	D	1547	688	859
vastuhakk	S	8	1	7
vastukaal	S	9	5	4
vastukaja	S	8	6	2
vastuolu	S	68	56	12
vastuoluline	A	14	7	7
vastupandamatu	A	9	1	8
vastupanu	S	22	10	12
vastupidavus	S	9	5	4
vastupidi	D	88	33	55
vastupidine	A	30	15	15
vastupidiselt	D	5	3	2
vastus	S	252	126	126
vastuseis	S	11	10	1
vastutama	V	45	34	11
vastutav	A	25	22	3
vastutulek	S	6	2	4
vastutulev	A	7	1	6
vastutulija	S	6	1	5
vastutus	S	71	58	13
vastutusrikas	A	8	5	3
vastutustunne	S	6	5	1
vastuvool	S	6	2	4
vastuvõetav	A	13	6	7
vastuvõtja	S	9	6	3
vastuvõtmine	S	31	28	3
vastuvõtt	S	52	31	21
vastuväide	S	6	3	3
vatt	S	10	1	9
vedama	V	173	73	100
vedamine	S	7	5	2
vedel	A/S	13	3	10
vedelema	V	47	3	44
vedelev	A	5	2	3
vedelik	S	21	7	14
vedru	S	9	2	7
vedu	S	13	9	4
vedur	S	14	10	4
veebruar	S	109	98	11
veebruarikuu	S	5	3	2
veejuga	S	7	1	6
veekogu	S	10	8	2
veel	D	2696	1008	1688
veelkord	D	9	4	5
veen	S	50	1	49
veenduma	V	87	47	40
veendumus	S	28	18	10
veendunult	D	6	1	5
veenev	A	9	5	4
veenma	V	41	16	25
veenvalt	D	6	4	2
veerand	N/S	65	40	25
veerema	V	35	2	33
veeretama	V	16	5	11
veerg	S	8	4	4
veering	S	6	3	3
veetlev	A	7	4	3
veetma	V	56	24	32
veetoru	S	5	4	1
vehkima	V	37	7	30
vehklemine	S	9	7	2
veider	A	41	10	31
veidi	D	308	122	186
veidike	D	14	5	9
veidrik	S	7	2	5
veidrus	S	5	3	2
vein	S	130	57	73
veinipudel	S	14	1	13
veli	S	7	1	6
velsker	S	12	4	8
vend	S	152	53	99
vene	A/S	613	476	137
venekeelne	A	59	47	12
venelane	S	182	109	73
venelanna	S	22	10	12
venima	V	56	22	34
venitama	V	40	14	26
venitamine	S	11	10	1
veniv	A	13	3	10
vennaskond	S	11	8	3
veoauto	S	36	20	16
veok	S	26	22	4
verejooks	S	7	1	6
vererõhk	S	11	10	1
veresoon	S	10	5	5
veri	S	156	34	122
verine	A	35	9	26
veristama	V	7	2	5
veritsev	A	6	1	5
versioon	S	31	29	2
vesi	S	562	250	312
vesine	A	11	2	9
veski	S	28	8	20
vest	S	10	2	8
vestibüül	S	11	1	10
vestlema	V	48	15	33
vestlus	S	43	22	21
vestluskaaslane	S	6	1	5
vestma	V	7	3	4
vetelpääste	S	5	4	1
veteran	S	13	10	3
vetikas	S	9	5	4
vettima	V	6	1	5
video	S	26	21	5
viga	S	206	102	104
vigane	A/S	12	5	7
vigastus	S	43	38	5
viha	A/S	63	10	53
vihane	A	39	9	30
vihaselt	D	26	6	20
vihastama	V	31	6	25
vihik	S	25	3	22
vihin	S	5	1	4
vihjama	V	17	10	7
vihje	S	32	17	15
vihkama	V	29	3	26
vihkamine	S	7	1	6
vihm	S	97	35	62
vihmane	A	15	14	1
vihmasadu	S	13	7	6
vihmavari	S	13	1	12
vihmavesi	S	9	4	5
viibe	S	6	2	4
viibima	V	121	61	60
viibimine	S	15	9	6
viibiv	A	17	14	3
viibutama	V	13	3	10
viide	S	22	11	11
viieaastane	A	12	7	5
viiekorruseline	A	6	4	2
viiekümnes	N	9	4	5
viiendik	N/S	12	11	1
viiene	A	6	4	2
viies	N	73	50	23
viija	S	5	1	4
viik	S	26	24	2
viiking	S	5	1	4
viil	S/S	15	5	10
viima	V	802	407	395
viimaks	D	85	6	79
viimane	A	1034	615	419
viimati	D	62	33	29
viimine	S	15	13	2
viimistlema	V	6	4	2
viimne	A	55	12	43
viin	S	94	35	59
viinapits	S	5	1	4
viinapudel	S	8	2	6
viipama	V	31	2	29
viirastus	S	13	4	9
viirg	S	5	1	4
viirus	S	13	5	8
viis	N/S	548	307	241
viisa	S	35	30	5
viisakalt	D	30	3	27
viisakas	A	31	15	16
viisakus	S	13	2	11
viisi	D	10	3	7
viisk	S	6	1	5
viiskümmend	N	46	12	34
viissada	N	16	5	11
viisteist	N	33	11	22
viitama	V	76	68	8
viitma	V	8	3	5
viitsima	V	48	21	27
viiul	S	10	5	5
viiuldaja	S	5	4	1
viiv	S/A	51	7	44
viivitama	V	13	4	9
viivitamatult	D	6	3	3
viivitus	S	5	4	1
vikat	S	20	13	7
vile	A/S	22	4	18
vilets	A/S	42	14	28
viletsam	A	8	3	5
viletsus	S	9	4	5
vilgas	A	9	4	5
vili	S	63	24	39
vilistama	V	23	6	17
viljakas	A	10	6	4
viljapuu	S	6	2	4
viljastama	V	7	4	3
vilksatama	V	25	3	22
vilkuma	V	15	1	14
villand	D	7	3	4
villane	A	13	2	11
viltu	D	32	5	27
vilu	A/S	31	7	24
vilumus	S	9	3	6
vilunud	A	8	1	7
vimm	S	6	1	5
vindine	A	9	2	7
vinduma	V	5	4	1
vineer	S	5	1	4
vinge	A	7	2	5
vinguma	V	8	1	7
vintpüss	S	10	3	7
virguma	V	6	1	5
virisema	V	9	4	5
virmalised	S	7	2	5
virn	S	14	2	12
virutama	V	27	5	22
virvendama	V	9	1	8
virvendus	S	9	2	7
visa	A	15	6	9
visadus	S	8	6	2
visalt	D	14	4	10
vise	S	6	5	1
visiit	S	59	56	3
visioon	S	9	2	7
viskama	V	217	75	142
viski	S	19	5	14
viskuma	V	11	1	10
vist	D	353	78	275
vististi	D	12	4	8
vitaalne	A	5	2	3
vitamiin	S	7	5	2
vits	S	17	5	12
vohama	V	5	3	2
vohamine	S	6	3	3
voli	S	13	6	7
volinik	S	20	19	1
volitama	V	8	6	2
volitus	S	39	37	2
vooder	S	8	1	7
vooderdama	V	5	2	3
voodi	S	178	18	160
voodikoht	S	5	4	1
voog	S	16	1	15
vool	S	27	5	22
voolama	V	69	11	58
voolav	A	10	2	8
voolima	V	8	4	4
voor	S/S/S	57	52	5
voorus	S	11	6	5
vorm	S	90	63	27
vormima	V	34	12	22
vormistama	V	38	30	8
vormistamine	S	13	12	1
vorpima	V	5	2	3
vorst	S	12	5	7
vrakk	S	5	3	2
vundament	S	10	5	5
vunts	S	28	5	23
vuristama	V	10	1	9
võbisema	V	7	1	6
või	D/S	3374	1556	1818
võibolla	D	163	67	96
võib-olla	D	301	40	261
võidukalt	D	9	2	7
võidukas	A	13	7	6
võidukäik	S	8	7	1
võidutsema	V	6	1	5
võigas	A	10	1	9
võileib	S	21	1	20
võim	S	197	140	57
võima	V	3098	1705	1393
võimaldama	V	94	76	18
võimalik	A	612	445	167
võimalikkus	S	11	6	5
võimalikult	D	69	34	35
võimalus	S	614	449	165
võimas	A	57	27	30
võimatu	A	124	50	74
võime	S	63	43	20
võimekas	A	12	6	6
võimekus	S	7	6	1
võimeline	A	57	28	29
võimendama	V	12	8	4
võimetu	A	14	3	11
võimetus	S	9	5	4
võimla	S	5	4	1
võimsam	A	10	7	3
võimukandja	S	6	2	4
võimukas	A	14	7	7
võimumees	S	12	5	7
võimus	S	19	8	11
võimutsema	V	5	3	2
võimuvõitlus	S	7	5	2
võistleja	S	24	19	5
võistlema	V	34	29	5
võistlus	S	89	85	4
võit	S	213	168	45
võitja	S	71	62	9
võitleja	A/S	18	12	6
võitlema	V	98	53	45
võitlemine	S	10	9	1
võitlev	A	10	4	6
võitlus	S	76	52	24
võitma	V	262	229	33
võitmine	S	10	6	4
võlakiri	S	16	15	1
võlg	S	110	90	20
võlgnema	V	10	7	3
võlgu	D	24	17	7
võll	S	7	5	2
võlts	A	6	2	4
võltsima	V	16	13	3
võltsimine	S	10	8	2
võlu	S	26	9	17
võluma	V	15	6	9
võlur	S	16	1	15
võluv	A	12	3	9
võra	S	13	2	11
võrdlema	V	202	171	31
võrdlemine	S	6	4	2
võrdlemisi	D	22	10	12
võrdlus	S	44	25	19
võrdne	A	65	48	17
võrdselt	D	31	25	6
võrdsus	S	9	8	1
võrdsustama	V	9	7	2
võrduma	V	9	5	4
võrdväärne	A	13	11	2
võrk	S	71	54	17
võrkpall	S	7	6	1
võrra	D	167	141	26
võrreldav	A	18	15	3
võrse	S	5	4	1
võrsuma	V	7	2	5
võsa	S	29	4	25
võte	S	24	13	11
võti	S	65	14	51
võtja	S	6	3	3
võtma	V	2299	1000	1299
võtmine	S	28	22	6
võõramaalane	S	7	1	6
võõras	A/S	379	51	328
võõrastemaja	S	15	2	13
võõrduma	V	5	2	3
võõristama	V	5	1	4
võõristus	S	5	2	3
võõrkeel	S	12	11	1
võõrkeelne	A	12	4	8
võõrriik	S	10	9	1
võõrsil	D	19	14	5
võõrsõna	S	5	3	2
võõrustaja	S	13	7	6
võõrustama	V	10	9	1
väejuht	S	6	1	5
väeosa	S	30	18	12
väetama	V	5	2	3
väeti	A	12	1	11
väga	D	1168	607	561
vägev	A	34	6	28
vägi	S	113	68	45
vägisi	D	30	13	17
vägistaja	S	6	3	3
vägistama	V	11	5	6
vägistamine	S	8	4	4
vägivald	S	33	22	11
vägivaldne	A	11	10	1
vähe	D	218	101	117
vähegi	D	53	15	38
vähehaaval	D	19	8	11
väheke	S	16	3	13
väheks	D	13	11	2
vähem	A/D	300	194	106
vähemalt	D	386	216	170
vähemasti	D	26	11	15
vähemus	S	17	15	2
vähendama	V	133	126	7
vähendav	A	6	5	1
vähene	A	108	66	42
vähenema	V	85	78	7
vähenemine	S	23	22	1
vähesus	S	7	6	1
vähim	A	43	11	32
vähk	S	16	11	5
väide	S	167	155	12
väike	A/A	750	293	457
väikelaps	S	6	5	1
väikelinn	S	28	17	11
väikemees	S	5	1	4
väikene	A	7	4	3
väikerahvas	S	12	7	5
väikesekasvuline	A	7	2	5
väikevend	S	5	1	4
väikseim	A	9	6	3
väiksem	A	172	114	58
väiksus	S	6	5	1
väin	S	12	7	5
väitma	V	244	193	51
välgatama	V	17	1	16
välgatus	S	5	1	4
väli	S	112	49	63
välimine	A	5	2	3
välimus	S	40	13	27
väline	A	29	12	17
välipolitsei	S	6	3	3
väliseestlane	S	27	20	7
väliselt	D	17	6	11
välisilme	S	6	4	2
välismaa	S	80	45	35
välismaailm	S	5	3	2
välismaalane	S	41	34	7
välismaine	A	25	18	7
välisreis	S	8	7	1
välisriik	S	23	22	1
välistama	V	69	62	7
välisuks	S	20	5	15
välja	D	1990	868	1122
väljaandja	S	7	5	2
väljaandmine	S	26	25	1
väljaanne	S	21	17	4
väljaelamine	S	5	2	3
väljak	S	72	63	9
väljakannatamatu	A	5	1	4
väljakujunenud	A	6	4	2
väljakutse	S	20	16	4
väljakutsuv	A	8	2	6
väljakutsuvalt	D	8	1	7
väljakuulutamine	S	11	10	1
väljamakse	S	5	4	1
väljaminek	S	7	5	2
väljamõeldis	S	10	2	8
väljamõeldud	A	6	1	5
väljanägemine	S	18	7	11
väljapanek	S	18	16	2
väljapoole	D	8	5	3
väljapressimine	S	5	4	1
väljapääs	S	34	9	25
väljas	D	59	10	49
väljasaatmine	S	7	5	2
väljaspool	D	67	42	25
väljast	D	17	4	13
väljastama	V	17	16	1
väljastpoolt	D	18	7	11
väljasuremine	S	6	5	1
väljasõit	S	17	10	7
väljavaade	S	18	12	6
väljavalitu	S	11	6	5
väljaviimine	S	18	17	1
väljavõte	S	11	9	2
väljaõpe	S	21	20	1
väljend	S	21	9	12
väljendama	V	71	42	29
väljenduma	V	20	12	8
väljendus	S	7	3	4
väljendusvahend	S	7	5	2
väljuma	V	91	30	61
väljumine	S	11	9	2
väljund	S	10	8	2
välk	S	34	19	15
välkuma	V	6	1	5
vältama	V	11	8	3
vältel	D	38	21	17
vältima	V	68	52	16
vältimatu	A	19	13	6
vältimine	S	14	10	4
vänge	A	5	1	4
väntama	V	15	9	6
värav	S	153	68	85
väravavaht	S	12	11	1
värbama	V	8	4	4
värdjas	S	8	2	6
värelema	V	7	1	6
värisema	V	59	3	56
värk	S	15	8	7
värske	A/S	91	44	47
värskelt	D	21	6	15
värskem	A	8	3	5
värss	S	16	7	9
värv	S	114	40	74
värvikas	A	10	6	4
värviline	A	35	12	23
värvima	V	64	24	40
värvimine	S	5	3	2
väsima	V	98	18	80
väsimatu	A	6	2	4
väsimatult	D	9	2	7
väsimus	S	52	10	42
väsinult	D	8	2	6
väsitama	V	13	3	10
väänama	V	15	4	11
väänlema	V	7	1	6
väär	A	8	5	3
vääramatu	A	7	3	4
väärikalt	D	19	5	14
väärikam	A	7	3	4
väärikas	A	21	5	16
väärikus	S	21	10	11
vääriline	A	13	7	6
väärima	V	48	35	13
väärt	D	43	19	24
väärtus	S	137	117	20
väärtuslik	A	24	15	9
väärtuslikum	A	5	4	1
väärtustama	V	8	7	1
väärtustamine	S	6	5	1
vöö	S	17	3	14
vürfel	S	13	1	12
vürst	S	35	7	28
vürts	S	7	2	5
õde	S	154	44	110
õdus	A	6	2	4
õel	A	10	2	8
õhinal	D	14	4	10
õhk	S	245	57	188
õhkama	V	11	1	10
õhkkond	S	16	13	3
õhkuma	V	17	3	14
õhtu	S	476	213	263
õhtune	A	33	13	20
õhtupoolik	A	22	6	16
õhtusöök	S	13	3	10
õhtuti	D	38	10	28
õhuke	A	34	9	25
õhuline	A	5	1	4
õhupall	S	18	4	14
õhustik	S	7	5	2
õhutama	V	16	9	7
õhutemperatuur	S	28	27	1
õieli	D	9	1	8
õiendama	V	24	6	18
õieti	D	131	23	108
õige	A/D	443	165	278
õigeaegselt	D	7	5	2
õigem	A	42	16	26
õigemini	D	53	14	39
õigesti	D	34	14	20
õigeusk	S	16	9	7
õigeusklik	A	5	3	2
õiglane	A	26	12	14
õiglaselt	D	7	3	4
õiglasem	A	5	4	1
õiglus	S	27	12	15
õigupoolest	D	36	10	26
õigus	S	426	255	171
õigustama	V	59	36	23
õigustamine	S	10	4	6
õigustus	S	13	8	5
õilis	A	13	4	9
õis	S	30	7	23
õitsema	V	33	10	23
õitsemine	S	5	2	3
õitsev	A/A	11	3	8
õlg	S/S	222	19	203
õli	S	64	52	12
õline	A	6	1	5
õlitama	V	7	2	5
õlletehas	S	13	12	1
õlu	S	101	41	60
õlule	D	5	4	1
õmblema	V	25	8	17
õmblus	S	7	3	4
õmblusmasin	S	5	3	2
õng	S	11	4	7
õngitsema	V	9	1	8
õnn	S	249	85	164
õnnelik	A	114	38	76
õnnelikult	D	9	3	6
õnnelikum	A	7	5	2
õnnestuma	V	213	135	78
õnnetu	A	51	17	34
õnnetult	D	5	1	4
õnnetus	S	117	72	45
õnnetusjuhtum	S	9	4	5
õnnis	A	13	4	9
õnnistama	V	14	8	6
õnnistus	S	8	3	5
õnnitlema	V	10	6	4
õpetaja	S	245	146	99
õpetajanna	S	16	1	15
õpetama	V	134	66	68
õpetamine	S	17	14	3
õpetlane	S	7	3	4
õpetlik	A	7	3	4
õpetus	S	39	19	20
õpik	S	23	17	6
õpilane	S	185	129	56
õping	S	16	13	3
õppeaasta	S	17	13	4
õppeasutus	S	14	13	1
õppehoone	S	5	4	1
õppejõud	S	54	45	9
õppelaen	S	5	4	1
õppetool	S	6	5	1
õppetund	S	8	5	3
õppetöö	S	19	16	3
õppima	V	306	168	138
õppimine	S	27	19	8
õppiv	A	10	9	1
õppus	S	49	44	5
õrn	A	29	4	25
õrnalt	D	16	2	14
õrnem	A	6	4	2
õu	S	69	9	60
õud	S	7	1	6
õudne	A	23	5	18
õudus	S	23	2	21
õue	D	52	4	48
õues	D	42	7	35
õuest	D	5	1	4
õukond	S	5	2	3
õun	S	51	22	29
õunapuu	S	19	7	12
õõnes	A	15	4	11
õõnestama	V	7	6	1
äbarik	A/S	6	4	2
äge	A	26	13	13
ägedalt	D	13	6	7
ägenemine	S	6	5	1
ähkima	V	9	1	8
ähmane	A	14	1	13
